date,hour,minute,city_area,ufo_shape,description,longitude,latitude,weekdats,month_name
2014-09-27,20,30,Ocean View,nj,Oval,Observed 3 red-orange objects in a trianglur formatation hovering in evening sky.,-74.7336639,39.1764536,Saturday,September
2014-09-26,20,25,Robbinsville,nj,Light,Two bright orbs of red lights and silence !,-74.6195327,40.2162036,Friday,September
2014-09-26,02,00,Newton,nj,Unknown,Pulsating red blue and green lights changing to bright white and covering huge distances in the sky in the blink of an eye leaving a li,-74.7526651,41.0581527,Friday,September
2014-09-25,18,30,Long Hill Township,nj,Light,Two bright orange fiery objects appeared at the same time and traveled at the same moderate speed before disappearing.,-74.4935913,40.6828892,Thursday,September
2014-09-22,21,15,Butler,nj,Unknown,Red, white, bluish green pulsating light.,-74.3415394,41.0037087,Monday,September
2014-09-15,03,00,Monmouth County,nj,Unknown,Same as minneapolis - but 1 year prior,-74.123996,40.2589455,Monday,September
2014-09-14,22,10,Unknown,nj,Fireball,Fireball seen over I-195 in NJ, coming down at incredible rate of speed.,-74.7491714,40.2152017,Sunday,September
2014-09-12,21,00,Estelle Manor,nj,Light,Fast traveling white object.,-74.7423855,39.4120603,Friday,September
2014-09-10,04,37,Watchung,nj,Oval,BRIGHT LITES, OVER DISK, 300FT. ACROSS, HOVERING IN THE SKY.,-74.4509863,40.63788,Wednesday,September
2014-09-08,06,15,Morganville,nj,Diamond,Slow moving diamond shaped object moving SW at 6:15am in early light.,-74.2873035,40.3280786,Monday,September
2014-09-07,20,30,Edison,nj,Triangle,Me and my girlfriend were driving down the highway around 9:30pm, when I looked to the right and saw headlights(high beams)hovering jus,-74.4120953,40.5187154,Sunday,September
2014-09-04,08,30,Manahawkin (?),nj,Circle,3 round bright firery objects..,-74.2587527,39.695397,Thursday,September
2014-09-01,21,33,Rossmoor,nj,Sphere,Mom and I witnessed a white light in sky descend and vanish within a second.,-74.4734855,40.336497,Monday,September
2014-09-01,20,35,Galloway,nj,Light,Bright light at high alt. traveling at very high rate of speed over Galloway NJ from S to N.  ((NUFORC Note:  Iridium flare?  PD)),-74.5596879,39.4928235,Monday,September
2014-08-31,21,00,Pompton Lakes,nj,Sphere,3 red-orange lights over Pompton Lakes, NJ,-74.2907041,41.0053753,Sunday,August
2014-08-28,19,15,Cherry Hill,nj,Light,Two objects, tube shaped, each a solid yellow-white light.,-75.0246312,39.926813,Thursday,August
2014-08-28,01,00,Monroe,nj,Sphere,Large green ball flies across the sky, south to north.,-74.4330474,40.336419,Thursday,August
2014-08-26,21,03,Woodbridge,nj,Light,Pulsing Multi COLOR Object Flying Low  Over Rt1 WOODBRIDGE, NJ,-74.2846022,40.5575986,Tuesday,August
2014-08-26,21,00,Colonia,nj,Unknown,Multi-colored aircraft sighted in Colonia, NJ.,-74.3039227,40.584867,Tuesday,August
2014-08-24,19,05,Newark (near; on NJ Turnpike),nj,Light,Driving towards E on NJ turnpike at the vicinity of Newark Liberty Int airport towards the eastern sky saw 2 lights move from north.,-74.1352145,40.720064,Sunday,August
2014-08-23,23,00,Piscataway,nj,Oval,Bright reddish/orange craft, looked like it was coming right at me & my husband.,-74.4642861,40.554887,Saturday,August
2014-08-23,22,30,Brick,nj,Circle,Six total reddish lights moving westward in dark NJ sky.,-74.1371832,40.0578384,Saturday,August
2014-08-23,20,20,Ringoes,nj,Sphere,Saturday night 8:20 pm August 23, 2014.  Objects align & coming from E to W dir. Neshanic Station, Flemigton, Ringoes, NJ.,-74.8675067,40.4289892,Saturday,August
2014-08-23,16,00,Sayreville,nj,Circle,A perfect blacker than black circle move from west to east right over the car in broad daylight.,-74.360846,40.4594021,Saturday,August
2014-08-17,21,00,Colonia,nj,Circle,Orange circle no noise hovering for 30-40 seconds, moved a little, hovered then moving very slowly until out of sight.,-74.3039227,40.584867,Sunday,August
2014-08-17,01,00,Morristown,nj,Triangle,Boomerang shaped craft in New Jersey.,-74.4815438,40.7967667,Sunday,August
2014-08-16,00,00,Ocean City,nj,Fireball,Three orangish lights in a triangular formation sighted while sitting outside on my balcony.,-74.5746001,39.2776156,Saturday,August
2014-08-14,20,30,Washington Township,nj,Other,Yellow/Orange glowing bell-shaped object moving North to South in residential neighborhood.,-75.0727956,39.7561387,Thursday,August
2014-08-14,12,00,Newark,nj,Circle,A  dark large round object extremely high move left,move right and then almost like dance in and out of the cloud making a figure eight,-74.1723667,40.735657,Thursday,August
2014-08-09,23,30,Ocean City,nj,Fireball,Red orange fireballs, Ocean City, NJ.,-74.5746001,39.2776156,Saturday,August
2014-08-09,22,45,Cape May,nj,Light,It was decently close and silent, it disappeared and reappeared and was bright red and moved around the sky in an unexplainable way.,-74.9060053,38.9351125,Saturday,August
2014-08-09,00,00,Woolwich Twp,nj,Disk,Slow hovering object, making strange humming noise with blinking red and white lights down the center,-75.3096289,39.737154,Saturday,August
2014-08-08,21,15,Monroe Township,nj,Fireball,5 Orange fireballs over Central New Jersey,-74.4330474,40.336419,Friday,August
2014-08-07,21,45,Deal,nj,Light,Walking on the beach at night where one sees many flights going into New York City, I suddenly noticed some lights that were moving.,-74.0006927,40.243168,Thursday,August
2014-08-02,21,45,Wall,nj,Circle,Orange ball of light in the sky.,-74.0679753,40.1606666,Saturday,August
2014-07-30,22,00,Williamstown,nj,Light,3 Stange objects  seen scanning an airplane in New Jersey..,-74.995168,39.6862263,Wednesday,July
2014-07-28,23,30,Sandy Hook State Park,nj,Circle,Large circular shaped object at very high elevation.,-73.978136,40.406225,Monday,July
2014-07-27,22,00,Sparta,nj,Fireball,Driving around saw atleast 15 red lights in the sky. Passed some trees Then just 3 were left and they slowly faded.,-74.6367057,41.0360977,Sunday,July
2014-07-26,23,58,Villas,nj,Flash,Fiery blast of light near Delaware Bay Villas, NJ.,-74.941631,39.017252,Saturday,July
2014-07-26,20,00,Butler,nj,Fireball,Slow-moving red orange light moves, then stops.,-74.3415394,41.0037087,Saturday,July
2014-07-26,10,00,Clifton,nj,Light,Flock of lights moving in the sky.,-74.1637553,40.8584328,Saturday,July
2014-07-25,22,30,Toms River,nj,Sphere,Bright red spherical object with a rectangular center appearing like fire.,-74.1979458,39.9537358,Friday,July
2014-07-25,01,00,Avalon,nj,Rectangle,4 Red lights in shape of a square float over Avalon.,-74.7176622,39.101225,Friday,July
2014-07-20,22,00,Wildwood,nj,Other,A lit object hovered over wildwood boardwalk. Only slight movements back and forth not indicative of any man made flight craft I've eve,-74.8148894,38.9917797,Sunday,July
2014-07-20,20,35,Toms River,nj,Fireball,Bright orange fireball moved from NE to SW made no noise. Same speed as an aircraft then disappeared .,-74.1979458,39.9537358,Sunday,July
2014-07-20,03,00,South River,nj,Disk,At a high point in town, Hillside Ave., UFO spotted flying very slowly and low to the ground in the middle of the night.,-74.3859831,40.446495,Sunday,July
2014-07-15,07,25,Clementon,nj,Sphere,Silver sphere comes out of a cloud and shoots upward.,-74.9829443,39.8115033,Tuesday,July
2014-07-08,03,00,Paterson,nj,Triangle,Hard to believe by word but with the video you will believe it.  ((NUFORC Note:  Lens flare from car's taillight.  PD)),-74.171811,40.9167654,Tuesday,July
2014-07-06,21,00,Point Pleasant,nj,Circle,Bright orange circular shape. Watched it going north up the beach. Glow of object went off but could still see outline of object.,-74.0681931,40.0831714,Sunday,July
2014-07-05,22,00,Old Bridge,nj,Light,Saw 9 red lights going across sky not blinking or making any sound. Most came by one at a time except for two which were side by side.,-74.307282,40.4128551,Saturday,July
2014-07-05,21,35,Cherry Hill,nj,Fireball,Bright orange fireball seen traveling across night sky from Cherry Hill, NJ, traveling at pretty fast speed.  No sound involved.,-75.0246312,39.926813,Saturday,July
2014-07-04,23,00,Linden,nj,Light,4 Bright Orange/Yellow balls of light keeping the same path 3 minute intervals, no noise, west to south.,-74.2445902,40.6220478,Friday,July
2014-07-04,21,12,Cherry Hill,nj,Light,Orange pulsating light  travels slowly then reverses direction and blinks off.,-75.0246312,39.926813,Friday,July
2014-07-03,17,00,Jackson,nj,Circle,2 circles in the sky with illuminating lights and storm coming.,-74.3587473,40.0918895,Thursday,July
2014-07-02,13,00,Route 22,nj,Oval,Medium sized and grey oval shape when it left it was going about 1,500 mph.,-74.221876,40.697499,Wednesday,July
2014-06-21,21,00,Toms River,nj,Circle,It was red and orange glow looked like a fire ball it vanished instantly.,-74.1979458,39.9537358,Saturday,June
2014-06-20,22,00,Howell,nj,Circle,2 circle yellow w/ red glow silent moving steady over the Manasquan Resevoir.,-74.2082671,40.1645785,Friday,June
2014-06-20,21,00,Shamong,nj,Circle,Two red orange balls traveling silently at the same speed.,-74.7351513,39.7775775,Friday,June
2014-06-19,21,00,Wayne,nj,Circle,2 Glowing circular crafts high in sky, not satellite or plane by deductive logic, disappeared in a flash.,-74.2765441,40.9253725,Thursday,June
2014-06-18,22,00,Bloomsbury,nj,Triangle,Three lights moving slowly and then just disappeared!,-75.0865619,40.6539892,Wednesday,June
2014-06-18,01,00,Dover,nj,Oval,Large oval light hovers then shoots off like lightning.,-74.5621025,40.883988,Wednesday,June
2014-06-15,23,00,Newton,nj,Triangle,I heard something walking outside i walked into my back yard when i saw to aircrafts triangular-shaped ships .,-74.7526651,41.0581527,Sunday,June
2014-06-15,22,10,Cherry Hill,nj,Fireball,4 round orange balls converged close to each then 3 shot off in different directions while one continued to hover for at least 10 minut,-75.0246312,39.926813,Sunday,June
2014-06-15,10,25,Cherry Hill,nj,Disk,4, then 1 more bright fireball/disk like structures lite up the cherry hill sky.,-75.0246312,39.926813,Sunday,June
2014-06-15,09,30,Newton,nj,Fireball,Ball of light shot threw the sky.  Fast, brigh,t and glowing.  Was not a shooting star but similar.,-74.7526651,41.0581527,Sunday,June
2014-06-14,21,50,West Orange,nj,Triangle,Heading from South toward North at approximately 1000ft +/- 500ft, traveling at 150mph +/- 50MPH then moved sideways and then darting.,-74.2390828,40.7985699,Saturday,June
2014-06-14,NA,NA,Manahawkin,nj,,Color changing disc 30 minute duration making unusual movements.,-74.2587527,39.695397,Saturday,June
2014-06-07,23,00,West Deptford,nj,Fireball,3 bright red object ascending fairly rapidly.,-75.1895576,39.8318378,Saturday,June
2014-06-07,21,45,Manville,nj,Triangle,Three black dots in a triangle seen at dusk.,-74.5876569,40.5409367,Saturday,June
2014-06-07,21,10,Manville,nj,Triangle,4 black objects hover in sky for 16-20 min then disappeared.,-74.5876569,40.5409367,Saturday,June
2014-06-05,23,30,Blackwood,nj,Unknown,Unknown sizable bright objects flying in circles.,-75.0640602,39.8023363,Thursday,June
2014-06-05,17,12,East Brunswick,nj,Other,Four objects change positions continually while flying across the sky.,-74.4049778,40.4316955,Thursday,June
2014-06-04,21,00,Cherry Hill,nj,Fireball,Orange fireball moving what looked slow towards the west.,-75.0246312,39.926813,Wednesday,June
2014-06-03,23,30,Long Valley,nj,Fireball,Bright Orange Orb.,-74.7801645,40.7859331,Tuesday,June
2014-06-02,12,00,Florence,nj,Egg,Metallic egg or disc shaped UFO stationary at cloud height.,-74.7863387,40.0967369,Monday,June
2014-05-31,21,00,Ocean City,nj,Unknown,3 lights (1 red 2 white) zig zagging fast around each other but moving slowly across the sky in oc, nj.,-74.5746001,39.2776156,Saturday,May
2014-05-31,13,05,Cherry Hill,nj,Rectangle,Rectangle moving left to right right.,-75.0246312,39.926813,Saturday,May
2014-05-26,19,50,Marlboro,nj,Other,Unknown shape flying sraight line.,-74.2687291,40.3380949,Monday,May
2014-05-25,21,00,Phillipsburg,nj,Other,It was scary.,-75.1901761,40.6937099,Sunday,May
2014-05-18,21,15,Little Falls,nj,Fireball,((HOAX??))  My self and one other person watched three unidentified flying objects flyby in a V shaped formation last night,-74.2082286,40.8690101,Sunday,May
2014-05-14,07,45,Montgomery,nj,Circle,((HOAX??))  Mysterious ufo flying.,-74.663464,40.4329141,Wednesday,May
2014-05-12,13,45,Lawrence Township,nj,Unknown,Powerful, low-frequency throbbing.  "Presence" in daughter's doorway.,-74.7294313,40.2778055,Monday,May
2014-04-27,22,00,Sparta,nj,Light,Cluster of bright orange orb like lights in the night sky.,-74.6367057,41.0360977,Sunday,April
2014-04-27,22,00,Sparta,nj,Light,While driving I noticed 30-50 orange orbs in the sky that moved in Z formations and then vanished.,-74.6367057,41.0360977,Sunday,April
2014-04-27,21,00,Belmar,nj,Light,Two orange lights spotted flying over ocean in NJ.,-74.0218037,40.1784471,Sunday,April
2014-04-26,23,30,Manahawkin,nj,Triangle,Illuminated Fast moving objects in triangle formation moving low across night sky.,-74.2587527,39.695397,Saturday,April
2014-04-26,20,15,Riverside,nj,Diamond,Floating fire ball object in the shape of a diamond.,-74.9573908,40.0323338,Saturday,April
2014-04-25,05,00,Newark,nj,Disk,I witnessed this event that took place, have definitely cited previous ufo activity in the sky seeing two obejcts. I know what I saw.,-74.1723667,40.735657,Friday,April
2014-04-21,08,40,Glen Rock,nj,Triangle,Looked up and saw one object hovering then a second but had white likes then a third joined them which had a green light.,-74.1329207,40.9628758,Monday,April
2014-04-19,23,00,Neptune,nj,Sphere,3 glowing bright Red/orange orbs fading out and reapearing in same location.,-74.0386271,40.2091219,Saturday,April
2014-04-17,22,00,West Milford,nj,Triangle,I was riding in the car with my mom and out of no where this triangular spaceship flies very low right over our car. It had 4 lights in,-74.3673254,41.1311292,Thursday,April
2014-04-17,20,00,Florham Park,nj,Diamond,Orange diamond "kite" like object spotted over NJ.,-74.3882072,40.787878,Thursday,April
2014-04-16,20,20,Deptford,nj,Diamond,Diamond shaped UFO hovering in the sky witnessed by 8 people.,-75.1195107,39.8227054,Wednesday,April
2014-04-14,12,50,Manalapan,nj,Cylinder,UFO sighting in suburban NJ, close enough to see the shape, details and color of the object.,-74.348582,40.2859203,Monday,April
2014-04-11,23,00,North Plainfield,nj,Light,Large blue light observed traveling at a slow steady course from north to south over northern New Jersey.,-74.4273743,40.6301025,Friday,April
2014-04-09,20,45,West Orange,nj,Teardrop,((HOAX??))  Saw a smooth tear drop/triangular craft traveling NW directly over head,-74.2390828,40.7985699,Wednesday,April
2014-04-06,20,30,Edison,nj,Flash,Multiple flashing lights.,-74.4120953,40.5187154,Sunday,April
2014-04-01,19,29,Lawrenceville,nj,Circle,Fiery ball evading jet.,-74.7361013,40.3016375,Tuesday,April
